CATEGORIE_EVENEMENT|TITRE_EVENEMENT|DEBUT_EVENEMENT|FIN_EVENEMENT|HORAIRE_EVENEMENT|COUT_EVENEMENT|DESCRIPTION_EVENEMENT|RENSEIGNEMENT_EVENEMENT|TEL1_EVENEMENT|TEL2_EVENEMENT|COURRIEL_EVENEMENT|URL_EVENEMENT|NOMLIEU_EVENEMENT|COMPLEMENT_LIEU_EVENEMENT|ADRESSE_EVENEMENT|TEL_LIEU|NOM_ARRONDISSEMENT
Musique|Marimba et le Beau Boucan|2015-07-11|2015-07-11|10 h|0|Viens nous rejoindre sur le toit vert de la bibliotheque Paul-Aime-Paiement pour ce spectacle inusite.  La percussionniste Marie-Pier Genest, dit Marimba, veut monter un orchestre, le Beau Boucan. Plusieurs instruments seront sur place: boomwhackers (longs tuyaux de couleur), tambours et instruments recycles. A travers des numeros humoristiques et dynamiques, Marimba va donc expliquer et faire essayer les instruments aux participants pour qu'a la fin, tout le public puisse participer au Beau Boucan!|3|418-641-6401-4028||||Bibliotheque Paul-Aime-Paiement||7950, 1re Avenue|418-641-6287|Charlesbourg
Activite familiale|Contes sous les arbres|2015-07-08|2015-07-08|9 h 30|4|Le beau temps est arrive! Cet ete, tous les mercredis, Mlle Plume vous invite a une heure du conte sous les arbres. Laissez-vous entrainer dans une ambiance de vacances estivales, au Parc des Familles souches a l'arriere de la bibliotheque. Apportez vos couvertures.|3|418-641-6401-4028||||Bibliotheque Paul-Aime-Paiement||7950, 1re Avenue|418-641-6287|Charlesbourg
Activite litteraire|Contes sous les arbres|2015-07-08|2015-07-08|9 h 30|4|Le beau temps est arrive! Cet ete, tous les mercredis, Mlle Plume vous invite a une heure du conte sous les arbres. Laissez-vous entrainer dans une ambiance de vacances estivales, au Parc des Familles souches a l'arriere de la bibliotheque. Apportez vos couvertures.|3|418-641-6401-4028||||Bibliotheque Paul-Aime-Paiement||7950, 1re Avenue|418-641-6287|Charlesbourg
Activites estivales|Contes sous les arbres|2015-07-08|2015-07-08|9 h 30|4|Le beau temps est arrive! Cet ete, tous les mercredis, Mlle Plume vous invite a une heure du conte sous les arbres. Laissez-vous entrainer dans une ambiance de vacances estivales, au Parc des Familles souches a l'arriere de la bibliotheque. Apportez vos couvertures.|3|418-641-6401-4028||||Bibliotheque Paul-Aime-Paiement||7950, 1re Avenue|418-641-6287|Charlesbourg
Activites estivales|Viens peinturer un serpent geant|2015-08-05|2015-08-05|10 h 30|4|Suite a l'activite Contes sous les arbres, l'artiste Gigi Wenger t'attend pour la decoration d'un serpent geant.  L'activite se deroule dans le parc des familles souches de Paul-Aime-Paiement.  En cas de mauvais temps, l'activite est remise au 12 aout.|4|418-641-6401-4028||||Bibliotheque Paul-Aime-Paiement||7950, 1re Avenue|418-641-6287|Charlesbourg
Atelier artistique|Viens peinturer un serpent geant|2015-08-05|2015-08-05|10 h 30|4|Suite a l'activite Contes sous les arbres, l'artiste Gigi Wenger t'attend pour la decoration d'un serpent geant.  L'activite se deroule dans le parc des familles souches de Paul-Aime-Paiement.  En cas de mauvais temps, l'activite est remise au 12 aout.|4|418-641-6401-4028||||Bibliotheque Paul-Aime-Paiement||7950, 1re Avenue|418-641-6287|Charlesbourg
Activite familiale|Visite du musee du chocolat Erico|2015-01-01|2016-01-31|Lundi au mercredi ainsi que le samedi de 10 h 30 a 18 h; Jeudi, vendredi de 10 h 30 a 21 h; Dimanche de 11 h a 18 h Heures de fermeture prolongees de mai &amp|0|Visitez le sympathique musee du chocolat annexe a la chocolaterie artisanale Erico et apprenez l'histoire du chocolat, du temps des Mayas a aujourd'hui.  Plus de 200 objets et artefacts sont presentes.  Voyez les chocolatiers a l'œuvre par une vitre donnant sur la cuisine.  Jeux interactifs et presentations video instructives. L'entree est gratuite.|5|418-524-2122||info@chocomusee.com|http://www.chocomusee.com|Choco-Musee Erico|musee du chocolat Erico|634, rue Saint-Jean, Quebec|418--|La Cite-Limoilou
Activite multiculturelle|Visite du musee du chocolat Erico|2015-01-01|2016-01-31|Lundi au mercredi ainsi que le samedi de 10 h 30 a 18 h; Jeudi, vendredi de 10 h 30 a 21 h; Dimanche de 11 h a 18 h Heures de fermeture prolongees de mai &amp|0|Visitez le sympathique musee du chocolat annexe a la chocolaterie artisanale Erico et apprenez l'histoire du chocolat, du temps des Mayas a aujourd'hui.  Plus de 200 objets et artefacts sont presentes.  Voyez les chocolatiers a l'œuvre par une vitre donnant sur la cuisine.  Jeux interactifs et presentations video instructives. L'entree est gratuite.|5|418-524-2122||info@chocomusee.com|http://www.chocomusee.com|Choco-Musee Erico|musee du chocolat Erico|634, rue Saint-Jean, Quebec|418--|La Cite-Limoilou
Atelier culinaire|Visite du musee du chocolat Erico|2015-01-01|2016-01-31|Lundi au mercredi ainsi que le samedi de 10 h 30 a 18 h; Jeudi, vendredi de 10 h 30 a 21 h; Dimanche de 11 h a 18 h Heures de fermeture prolongees de mai &amp|0|Visitez le sympathique musee du chocolat annexe a la chocolaterie artisanale Erico et apprenez l'histoire du chocolat, du temps des Mayas a aujourd'hui.  Plus de 200 objets et artefacts sont presentes.  Voyez les chocolatiers a l'œuvre par une vitre donnant sur la cuisine.  Jeux interactifs et presentations video instructives. L'entree est gratuite.|5|418-524-2122||info@chocomusee.com|http://www.chocomusee.com|Choco-Musee Erico|musee du chocolat Erico|634, rue Saint-Jean, Quebec|418--|La Cite-Limoilou
Exposition|Visite du musee du chocolat Erico|2015-01-01|2016-01-31|Lundi au mercredi ainsi que le samedi de 10 h 30 a 18 h; Jeudi, vendredi de 10 h 30 a 21 h; Dimanche de 11 h a 18 h Heures de fermeture prolongees de mai &amp|0|Visitez le sympathique musee du chocolat annexe a la chocolaterie artisanale Erico et apprenez l'histoire du chocolat, du temps des Mayas a aujourd'hui.  Plus de 200 objets et artefacts sont presentes.  Voyez les chocolatiers a l'œuvre par une vitre donnant sur la cuisine.  Jeux interactifs et presentations video instructives. L'entree est gratuite.|5|418-524-2122||info@chocomusee.com|http://www.chocomusee.com|Choco-Musee Erico|musee du chocolat Erico|634, rue Saint-Jean, Quebec|418--|La Cite-Limoilou
Activite familiale|Fete nationale du Quebec|2015-06-24|2015-06-24|Mercredi, de 13 h 30 a 22 h 30|0|En apres-midi Decoration de velos et defile, jeux dans des modules gonflables, animation clownesque, seances de maquillage, tournois de petanque et bain libre. En soiree Souper aux hot-dogs et degustation d'un gateau de la Saint-Jean, spectacle de magie et de danse, musique et feu de joie. Si le temps est maussade, les activites exterieures (velo, tennis, baignade) pourraient etre annulees et les autres pourraient avoir lieu, a la meme heure, a l'ecole Saint-Louis-de-France 2 (1550, route de l'Eglise).|5|418-641-6300||||Parc Saint-Louis-de-France||1591, rue du Sieur-D'Argenteuil|418-641-6300|Sainte-Foy-Sillery-Cap-Rouge
Activite petit budget|Fete nationale du Quebec|2015-06-24|2015-06-24|Mercredi, de 13 h 30 a 22 h 30|0|En apres-midi Decoration de velos et defile, jeux dans des modules gonflables, animation clownesque, seances de maquillage, tournois de petanque et bain libre. En soiree Souper aux hot-dogs et degustation d'un gateau de la Saint-Jean, spectacle de magie et de danse, musique et feu de joie. Si le temps est maussade, les activites exterieures (velo, tennis, baignade) pourraient etre annulees et les autres pourraient avoir lieu, a la meme heure, a l'ecole Saint-Louis-de-France 2 (1550, route de l'Eglise).|5|418-641-6300||||Parc Saint-Louis-de-France||1591, rue du Sieur-D'Argenteuil|418-641-6300|Sainte-Foy-Sillery-Cap-Rouge
Activites estivales|Fete nationale du Quebec|2015-06-24|2015-06-24|Mercredi, de 13 h 30 a 22 h 30|0|En apres-midi Decoration de velos et defile, jeux dans des modules gonflables, animation clownesque, seances de maquillage, tournois de petanque et bain libre. En soiree Souper aux hot-dogs et degustation d'un gateau de la Saint-Jean, spectacle de magie et de danse, musique et feu de joie. Si le temps est maussade, les activites exterieures (velo, tennis, baignade) pourraient etre annulees et les autres pourraient avoir lieu, a la meme heure, a l'ecole Saint-Louis-de-France 2 (1550, route de l'Eglise).|5|418-641-6300||||Parc Saint-Louis-de-France||1591, rue du Sieur-D'Argenteuil|418-641-6300|Sainte-Foy-Sillery-Cap-Rouge
Animation|Fete nationale du Quebec|2015-06-24|2015-06-24|Mercredi, de 13 h 30 a 22 h 30|0|En apres-midi Decoration de velos et defile, jeux dans des modules gonflables, animation clownesque, seances de maquillage, tournois de petanque et bain libre. En soiree Souper aux hot-dogs et degustation d'un gateau de la Saint-Jean, spectacle de magie et de danse, musique et feu de joie. Si le temps est maussade, les activites exterieures (velo, tennis, baignade) pourraient etre annulees et les autres pourraient avoir lieu, a la meme heure, a l'ecole Saint-Louis-de-France 2 (1550, route de l'Eglise).|5|418-641-6300||||Parc Saint-Louis-de-France||1591, rue du Sieur-D'Argenteuil|418-641-6300|Sainte-Foy-Sillery-Cap-Rouge
Danse|Fete nationale du Quebec|2015-06-24|2015-06-24|Mercredi, de 13 h 30 a 22 h 30|0|En apres-midi Decoration de velos et defile, jeux dans des modules gonflables, animation clownesque, seances de maquillage, tournois de petanque et bain libre. En soiree Souper aux hot-dogs et degustation d'un gateau de la Saint-Jean, spectacle de magie et de danse, musique et feu de joie. Si le temps est maussade, les activites exterieures (velo, tennis, baignade) pourraient etre annulees et les autres pourraient avoir lieu, a la meme heure, a l'ecole Saint-Louis-de-France 2 (1550, route de l'Eglise).|5|418-641-6300||||Parc Saint-Louis-de-France||1591, rue du Sieur-D'Argenteuil|418-641-6300|Sainte-Foy-Sillery-Cap-Rouge
Fete nationale du Quebec|Fete nationale du Quebec|2015-06-24|2015-06-24|Mercredi, de 13 h 30 a 22 h 30|0|En apres-midi Decoration de velos et defile, jeux dans des modules gonflables, animation clownesque, seances de maquillage, tournois de petanque et bain libre. En soiree Souper aux hot-dogs et degustation d'un gateau de la Saint-Jean, spectacle de magie et de danse, musique et feu de joie. Si le temps est maussade, les activites exterieures (velo, tennis, baignade) pourraient etre annulees et les autres pourraient avoir lieu, a la meme heure, a l'ecole Saint-Louis-de-France 2 (1550, route de l'Eglise).|5|418-641-6300||||Parc Saint-Louis-de-France||1591, rue du Sieur-D'Argenteuil|418-641-6300|Sainte-Foy-Sillery-Cap-Rouge
Jeu|Fete nationale du Quebec|2015-06-24|2015-06-24|Mercredi, de 13 h 30 a 22 h 30|0|En apres-midi Decoration de velos et defile, jeux dans des modules gonflables, animation clownesque, seances de maquillage, tournois de petanque et bain libre. En soiree Souper aux hot-dogs et degustation d'un gateau de la Saint-Jean, spectacle de magie et de danse, musique et feu de joie. Si le temps est maussade, les activites exterieures (velo, tennis, baignade) pourraient etre annulees et les autres pourraient avoir lieu, a la meme heure, a l'ecole Saint-Louis-de-France 2 (1550, route de l'Eglise).|5|418-641-6300||||Parc Saint-Louis-de-France||1591, rue du Sieur-D'Argenteuil|418-641-6300|Sainte-Foy-Sillery-Cap-Rouge
Magie|Fete nationale du Quebec|2015-06-24|2015-06-24|Mercredi, de 13 h 30 a 22 h 30|0|En apres-midi Decoration de velos et defile, jeux dans des modules gonflables, animation clownesque, seances de maquillage, tournois de petanque et bain libre. En soiree Souper aux hot-dogs et degustation d'un gateau de la Saint-Jean, spectacle de magie et de danse, musique et feu de joie. Si le temps est maussade, les activites exterieures (velo, tennis, baignade) pourraient etre annulees et les autres pourraient avoir lieu, a la meme heure, a l'ecole Saint-Louis-de-France 2 (1550, route de l'Eglise).|5|418-641-6300||||Parc Saint-Louis-de-France||1591, rue du Sieur-D'Argenteuil|418-641-6300|Sainte-Foy-Sillery-Cap-Rouge
Musique|Fete nationale du Quebec|2015-06-24|2015-06-24|Mercredi, de 13 h 30 a 22 h 30|0|En apres-midi Decoration de velos et defile, jeux dans des modules gonflables, animation clownesque, seances de maquillage, tournois de petanque et bain libre. En soiree Souper aux hot-dogs et degustation d'un gateau de la Saint-Jean, spectacle de magie et de danse, musique et feu de joie. Si le temps est maussade, les activites exterieures (velo, tennis, baignade) pourraient etre annulees et les autres pourraient avoir lieu, a la meme heure, a l'ecole Saint-Louis-de-France 2 (1550, route de l'Eglise).|5|418-641-6300||||Parc Saint-Louis-de-France||1591, rue du Sieur-D'Argenteuil|418-641-6300|Sainte-Foy-Sillery-Cap-Rouge
Activite petit budget|Marche aux puces|2015-05-30|2015-05-30|De 9 h a 15 h|0|Venez nous rencontrer pour denicher des articles a prix imbattable, comme de petits meubles, de petits appareils electriques, des vetements, des chaussures, des articles de cuisine, de decoration, et plus encore.Il s'agit d'une activite de financement.|1|418-529-6889||secretariatsebv@bellnet.ca||Service d'entraide de la basse-ville||155, avenue du Sacre-Coeur|418--|La Cite-Limoilou
Musique|Concert annuel du Chœur de la Colline|2015-05-30|2015-05-30|De 20 h a 22 h|1|Sous le theme « Le jardin des delices», le concert annuel du Choeur de la Colline a ete inspire par l'œuvre du peintre Jerome Bosch. Pour ce spectacle, la directrice musicale, Marie Coulombe a choisi d'allier la musique classique et la musique populaire de differentes epoques.|5|418-623-4361||||Eglise Saint-Dominique|salle communautaire|200 Grande-Allee Est|418--|La Cite-Limoilou
Activites estivales|Ou tu vas quand tu dors en marchant...?|2015-05-21|2015-06-06|21 au 23 mai de 21 h a 23 h 28 au 30 mai de 21 h a 23 h 4 au 6 juin de 21 h a 23 h|0|Dans le cadre de : Carrefour International de Theatre de Quebec 2015 Les 5 tableaux presentent des scenes d'une duree approximative de 15 minutes et jouent en boucle de 21h a 23h les soirs de representations. *Veuillez prendre note que les chiens ne sont pas admis* Cette annee, grace a la collaboration de Parcs Canada, les artistes investiront notamment les secteurs du Parc-de-l'Artillerie et de l'Ilot des Palais, des sites inspirants autant par l'histoire que par le relief, lesquels laissent a l'imagination beaucoup d'espace. Les concepteurs 2015 : Doyon-Rivest, les Ecornifleuses, Alexandre Fecteau, Pierre Robitaille, Theatre Rude Ingenierie et l'Orchestre d'hommes-orchestres.  https://www.facebook.com/carrefourtheatrehttp://www.carrefourtheatre.qc.ca/ (Source : Carrefour international de theatre de Quebec)|-1|418-692-3131|||http://www.carrefourtheatre.qc.ca/|Divers endroits (Vieux-Quebec)|||418--|La Cite-Limoilou
Activite familiale|Les Fetes de la Nouvelle-France SAQ|2015-08-05|2015-08-09||2|Au cœur de Quebec, ville historique et fortifiee au charme europeen, decouvrez l'Amerique des 17e et 18e siecles. Plongez dans l'effervescence des rues animees, des personnages costumes et des soirees de musique et de contes! Dans une ambiance unique, goutez aux produits du terroir quebecois, rencontrez marchands et artisans, assistez a des conferences et participez a des ateliers ludiques. Des activites pour tous les gouts et tous les ages!   Soyez de la fete!|5|418-694-3311|866-391-3383||http://www.nouvellefrance.qc.ca|Divers endroits (Vieux-Quebec)|||418--|La Cite-Limoilou
Activite multiculturelle|Les Fetes de la Nouvelle-France SAQ|2015-08-05|2015-08-09||2|Au cœur de Quebec, ville historique et fortifiee au charme europeen, decouvrez l'Amerique des 17e et 18e siecles. Plongez dans l'effervescence des rues animees, des personnages costumes et des soirees de musique et de contes! Dans une ambiance unique, goutez aux produits du terroir quebecois, rencontrez marchands et artisans, assistez a des conferences et participez a des ateliers ludiques. Des activites pour tous les gouts et tous les ages!   Soyez de la fete!|5|418-694-3311|866-391-3383||http://www.nouvellefrance.qc.ca|Divers endroits (Vieux-Quebec)|||418--|La Cite-Limoilou
Activite petit budget|Les Fetes de la Nouvelle-France SAQ|2015-08-05|2015-08-09||2|Au cœur de Quebec, ville historique et fortifiee au charme europeen, decouvrez l'Amerique des 17e et 18e siecles. Plongez dans l'effervescence des rues animees, des personnages costumes et des soirees de musique et de contes! Dans une ambiance unique, goutez aux produits du terroir quebecois, rencontrez marchands et artisans, assistez a des conferences et participez a des ateliers ludiques. Des activites pour tous les gouts et tous les ages!   Soyez de la fete!|5|418-694-3311|866-391-3383||http://www.nouvellefrance.qc.ca|Divers endroits (Vieux-Quebec)|||418--|La Cite-Limoilou
Activites estivales|Les Fetes de la Nouvelle-France SAQ|2015-08-05|2015-08-09||2|Au cœur de Quebec, ville historique et fortifiee au charme europeen, decouvrez l'Amerique des 17e et 18e siecles. Plongez dans l'effervescence des rues animees, des personnages costumes et des soirees de musique et de contes! Dans une ambiance unique, goutez aux produits du terroir quebecois, rencontrez marchands et artisans, assistez a des conferences et participez a des ateliers ludiques. Des activites pour tous les gouts et tous les ages!   Soyez de la fete!|5|418-694-3311|866-391-3383||http://www.nouvellefrance.qc.ca|Divers endroits (Vieux-Quebec)|||418--|La Cite-Limoilou
Animation|Les Fetes de la Nouvelle-France SAQ|2015-08-05|2015-08-09||2|Au cœur de Quebec, ville historique et fortifiee au charme europeen, decouvrez l'Amerique des 17e et 18e siecles. Plongez dans l'effervescence des rues animees, des personnages costumes et des soirees de musique et de contes! Dans une ambiance unique, goutez aux produits du terroir quebecois, rencontrez marchands et artisans, assistez a des conferences et participez a des ateliers ludiques. Des activites pour tous les gouts et tous les ages!   Soyez de la fete!|5|418-694-3311|866-391-3383||http://www.nouvellefrance.qc.ca|Divers endroits (Vieux-Quebec)|||418--|La Cite-Limoilou
Fete|Les Fetes de la Nouvelle-France SAQ|2015-08-05|2015-08-09||2|Au cœur de Quebec, ville historique et fortifiee au charme europeen, decouvrez l'Amerique des 17e et 18e siecles. Plongez dans l'effervescence des rues animees, des personnages costumes et des soirees de musique et de contes! Dans une ambiance unique, goutez aux produits du terroir quebecois, rencontrez marchands et artisans, assistez a des conferences et participez a des ateliers ludiques. Des activites pour tous les gouts et tous les ages!   Soyez de la fete!|5|418-694-3311|866-391-3383||http://www.nouvellefrance.qc.ca|Divers endroits (Vieux-Quebec)|||418--|La Cite-Limoilou
Fete|Les Fetes de la Nouvelle-France SAQ|2015-08-05|2015-08-09||2|Au cœur de Quebec, ville historique et fortifiee au charme europeen, decouvrez l'Amerique des 17e et 18e siecles. Plongez dans l'effervescence des rues animees, des personnages costumes et des soirees de musique et de contes! Dans une ambiance unique, goutez aux produits du terroir quebecois, rencontrez marchands et artisans, assistez a des conferences et participez a des ateliers ludiques. Des activites pour tous les gouts et tous les ages!   Soyez de la fete!|5|418-694-3311|866-391-3383||http://www.nouvellefrance.qc.ca|Divers endroits (Vieux-Quebec)|||418--|La Cite-Limoilou
Fete|Les Fetes de la Nouvelle-France SAQ|2015-08-05|2015-08-09||2|Au cœur de Quebec, ville historique et fortifiee au charme europeen, decouvrez l'Amerique des 17e et 18e siecles. Plongez dans l'effervescence des rues animees, des personnages costumes et des soirees de musique et de contes! Dans une ambiance unique, goutez aux produits du terroir quebecois, rencontrez marchands et artisans, assistez a des conferences et participez a des ateliers ludiques. Des activites pour tous les gouts et tous les ages!   Soyez de la fete!|5|418-694-3311|866-391-3383||http://www.nouvellefrance.qc.ca|Divers endroits (Vieux-Quebec)|||418--|La Cite-Limoilou
Exposition|Exposition « The force of what lives us outliving the mountain » de Steven Beckly|2015-04-24|2015-05-24|Du mercredi au dimanche, de 12 h a 17 h|0|Travaillant a partir de photographies anciennes dans lesquelles les relations apparaissent ambigues, Steven Beckly interroge les normes culturelles qui entourent l'intimite et la proximite. Des images presentent des couples de meme sexe posant pour la photo, situation qui amene les individus a se rapprocher, a s'etreindre ou a se tenir la main. Sont-ils freres, sœurs, cousins, amis, amoureux? Pour le savoir, il faudrait avoir acces a leur histoire. Par une serie d'œuvres qui decortiquent l'anatomie des photographies et en isolent les elements - images photographiques, textes manuscrits aux versos, cadres ornes -, l'artiste brouille les pistes qui permettraient de connaitre la nature de la relation unissant les personnes representees. Il ne reste alors que les indices de liens qui ont traverse le temps par la photographie.|0|418-640-2585||accueil@vuphoto.org||VU Photo||550, cote d'Abraham Quebec, QC G1K 3P9|418-640-2585|La Cite-Limoilou
Exposition|Exposition « L'etendue de mes connaissances » de Jacinthe Robillard|2015-04-24|2015-05-24|Du mercredi au dimanche de 12 h a 17 h|0|Au fil d'un agenda de rencontres individuelles, Jacinthe Robillard accueille ses proches et ses connaissances avec une tache a realiser dont l'objectif est de faire d'eux des portraits empreints d'authenticite. Dans un environnement neutre, chaque participant se retrouve devant un tableau d'instructions a suivre afin de realiser la grue, la figure d'origami la plus repandue mais aussi une des plus difficiles. Pretexte pour les amener a se concentrer et ainsi en venir a oublier la presence de la camera, l'activite fait egalement ressortir certains traits de leur personnalite : determination, patience, doute, minutie. Les portraits photo et video qui en resultent demontrent aussi l'attention meme de l'artiste envers les gens qui l'entourent, et ses tentatives de mieux les observer pour mieux les comprendre.|0|418-640-2585||accueil@vuphoto.org||VU Photo||550, cote d'Abraham Quebec, QC G1K 3P9|418-640-2585|La Cite-Limoilou
Theatre|Quebec?... Rapport!|2015-06-27|2015-06-27|10 h 30|0|Deux ados planchent ferme sur un travail scolaire ayant pour theme « l'histoire de Quebec ». Devant un tel sujet, ils se retrouvent embetes. Ou est l'interet, le plaisir… Mais imperceptiblement,  ils se laissent prendre au jeu : ils recreent et revivent les moments les plus marquants, selon eux, de notre histoire urbaine.… Nos deux jeunes ne nous racontent pas «l'histoire», ils sont « pris » dedans… Texte et mise en scene de Carol Cassistat, Fabien Cloutier, Catherine Larochelle et Christian Michaud, une direction artistique de Carol Cassistat. Production du Theatre du Gros Mecano. Spectacle presente  a l'occasion du lancement du Club de lecture estival TD.|-1|418-641-6110-3||courrier@bibliothequedequebec.qc.ca|http://www.bibliothequedequebec.qc.ca|Bibliotheque Etienne-Parent|salle Jean Paul-Lemieux|3515, rue Clemenceau|418-641-6110|Beauport
Activite familiale|Emergences ephemeres|2015-05-03|2015-05-31|Du mardi au vendredi, de 14 h a 21 h (ferme entre 17 h et 18 h); samedi et dimanche, de 13 h a 17 h   |0|Precieuses et rutilantes, les peintures de Nicole Beaudin presentent de somptueuses œuvres d'art inspirees de vitraux, de mosaiques ou de marqueteries de pierre. L'artiste nous guide vers ses diverses techniques de creation, le collage d'elements externes comme la feuille d'or et l'integration d'ecrits suggestifs qui l'interessent particulierement. Ils forment un amalgame mysterieux aboutissant a une creation artistique subliminale. Pour un temps d'arret ou pour vivre une experience poetique, n'hesitez pas a plonger au coeur de son art. Une presentation de la Societe d'art et d'histoire de Beauport.  |-1|418-641-6110|418-641-6471|info@sahb.ca|http://www.sahb.ca/|Bibliotheque Etienne-Parent|salle Jean Paul-Lemieux|3515, rue Clemenceau|418-641-6110|Beauport
Activite petit budget|Emergences ephemeres|2015-05-03|2015-05-31|Du mardi au vendredi, de 14 h a 21 h (ferme entre 17 h et 18 h); samedi et dimanche, de 13 h a 17 h   |0|Precieuses et rutilantes, les peintures de Nicole Beaudin presentent de somptueuses œuvres d'art inspirees de vitraux, de mosaiques ou de marqueteries de pierre. L'artiste nous guide vers ses diverses techniques de creation, le collage d'elements externes comme la feuille d'or et l'integration d'ecrits suggestifs qui l'interessent particulierement. Ils forment un amalgame mysterieux aboutissant a une creation artistique subliminale. Pour un temps d'arret ou pour vivre une experience poetique, n'hesitez pas a plonger au coeur de son art. Une presentation de la Societe d'art et d'histoire de Beauport.  |-1|418-641-6110|418-641-6471|info@sahb.ca|http://www.sahb.ca/|Bibliotheque Etienne-Parent|salle Jean Paul-Lemieux|3515, rue Clemenceau|418-641-6110|Beauport
Exposition|Emergences ephemeres|2015-05-03|2015-05-31|Du mardi au vendredi, de 14 h a 21 h (ferme entre 17 h et 18 h); samedi et dimanche, de 13 h a 17 h   |0|Precieuses et rutilantes, les peintures de Nicole Beaudin presentent de somptueuses œuvres d'art inspirees de vitraux, de mosaiques ou de marqueteries de pierre. L'artiste nous guide vers ses diverses techniques de creation, le collage d'elements externes comme la feuille d'or et l'integration d'ecrits suggestifs qui l'interessent particulierement. Ils forment un amalgame mysterieux aboutissant a une creation artistique subliminale. Pour un temps d'arret ou pour vivre une experience poetique, n'hesitez pas a plonger au coeur de son art. Une presentation de la Societe d'art et d'histoire de Beauport.  |-1|418-641-6110|418-641-6471|info@sahb.ca|http://www.sahb.ca/|Bibliotheque Etienne-Parent|salle Jean Paul-Lemieux|3515, rue Clemenceau|418-641-6110|Beauport
Conference|Les conferences historiques de la Societe d'art et d'histoire de Beauport|2015-06-17|2015-06-17|19 h 30|2|Chaque 3e mercredi du mois, la Societe d'art et d'histoire de Beauport presente une conference historique. Durant cette serie de conferences, differents themes seront abordes. 17 juin: Une histoire de la prohibition, de la temperance, des bootleggers et de l'alcool des annees 1840 a 1921, dans la region de Quebec par Yves Hebert. |-1|418-641-6110|418-641-6471|info@sahb.ca|http://www.sahb.ca/|Bibliotheque Etienne-Parent|salle Jean Paul-Lemieux|3515, rue Clemenceau|418-641-6110|Beauport
Activite multiculturelle|Exposition Emergences ephemeres|2015-05-03|2015-05-31|Du mardi au vendredi de 14 h a 21 h (ferme entre 17 h et 18 h), samedi et dimanche de 13 h a 17 h|0|L'exposition Emergences ephemeres nous entraine dans un voyage a travers les contes et legendes de la mythologie grecque et le monde emerveille des reves de l'enfance.Ces œuvres picturales se presentent comme des œuvres inspirees de vitraux, de mosaiques ou de marqueteries de pierre. Decouvrez ces diverses techniques de creation a travers de courts-metrages. Les collages d'elements externes comme la feuille d'or et l'integration d'ecrits suggestifs forment un amalgame mysterieux de differents mediums aboutissant a une creation artistique magique. Ils vehiculent un message crypte ou creent des effets de profondeur et de superposition. Prenez  un temps d'arret et venez profiter des plaisirs poetiques et surrealistes que vous offre Nicole Beaudin!|5|418-641-6471||info@sahb.ca|http://www.sahb.ca|Bibliotheque Etienne-Parent|salle Jean Paul-Lemieux|3515, rue Clemenceau|418-641-6110|Beauport
Activite petit budget|Exposition Emergences ephemeres|2015-05-03|2015-05-31|Du mardi au vendredi de 14 h a 21 h (ferme entre 17 h et 18 h), samedi et dimanche de 13 h a 17 h|0|L'exposition Emergences ephemeres nous entraine dans un voyage a travers les contes et legendes de la mythologie grecque et le monde emerveille des reves de l'enfance.Ces œuvres picturales se presentent comme des œuvres inspirees de vitraux, de mosaiques ou de marqueteries de pierre. Decouvrez ces diverses techniques de creation a travers de courts-metrages. Les collages d'elements externes comme la feuille d'or et l'integration d'ecrits suggestifs forment un amalgame mysterieux de differents mediums aboutissant a une creation artistique magique. Ils vehiculent un message crypte ou creent des effets de profondeur et de superposition. Prenez  un temps d'arret et venez profiter des plaisirs poetiques et surrealistes que vous offre Nicole Beaudin!|5|418-641-6471||info@sahb.ca|http://www.sahb.ca|Bibliotheque Etienne-Parent|salle Jean Paul-Lemieux|3515, rue Clemenceau|418-641-6110|Beauport
Arts visuels|Exposition Emergences ephemeres|2015-05-03|2015-05-31|Du mardi au vendredi de 14 h a 21 h (ferme entre 17 h et 18 h), samedi et dimanche de 13 h a 17 h|0|L'exposition Emergences ephemeres nous entraine dans un voyage a travers les contes et legendes de la mythologie grecque et le monde emerveille des reves de l'enfance.Ces œuvres picturales se presentent comme des œuvres inspirees de vitraux, de mosaiques ou de marqueteries de pierre. Decouvrez ces diverses techniques de creation a travers de courts-metrages. Les collages d'elements externes comme la feuille d'or et l'integration d'ecrits suggestifs forment un amalgame mysterieux de differents mediums aboutissant a une creation artistique magique. Ils vehiculent un message crypte ou creent des effets de profondeur et de superposition. Prenez  un temps d'arret et venez profiter des plaisirs poetiques et surrealistes que vous offre Nicole Beaudin!|5|418-641-6471||info@sahb.ca|http://www.sahb.ca|Bibliotheque Etienne-Parent|salle Jean Paul-Lemieux|3515, rue Clemenceau|418-641-6110|Beauport
